scenario,n_society,alpha,seed,placement,feedback_strength,defense,defense_mode,label,collapse_rate,collapse_day,max_collapse_score,retail_loss_pct_30d,harmful_profit,wealth_transfer,price_dislocation_max,liquidity_stress_max,social_cascade_peak,intervention_cost,utility_loss,false_positive_rate,scenario_id
s1,1000,0.02,1,,nan,noguard,,noguard,1.0,11,0.9798515942540508,0.0005442624177217332,-1320.3334596875357,-0.24754217756521876,0.23959546202333404,0.9583818480933362,0.42448979591836733,0.0,0.0,0.0,s1
s1,1000,0.02,2,,nan,noguard,,noguard,1.0,9,1.0286247087534077,-0.00042421506239576453,-2982.5406954356004,-0.7174212192527409,0.248968978450395,0.9958759138015802,0.463265306122449,0.0,0.0,0.0,s1
s1,1000,0.02,3,,nan,noguard,,noguard,1.0,9,1.062627499195605,0.000764963972060466,-10710.332441535313,-1.4286830561693438,0.27027967256309093,1.0811186902523637,0.5020408163265306,0.0,0.0,0.0,s1
s1,1000,0.02,4,,nan,noguard,,noguard,1.0,4,1.0655821547714424,-9.999130252349589e-05,-8248.561065499554,-8.417631167921149,0.31951402182846966,1.2780560873138787,0.3653061224489796,0.0,0.0,0.0,s1
s1,1000,0.02,5,,nan,noguard,,noguard,1.0,4,1.055459841277305,0.0008773349547981076,-13382.492982714437,-1.5564870645721527,0.3296193486083511,1.3184773944334047,0.4489795918367347,0.0,0.0,0.0,s1
s1,1000,0.05,1,,nan,noguard,,noguard,1.0,6,2.241372224885191,0.0017078656957427922,39793.161095745396,2.4526248228964844,0.5738308523324636,2.2953234093298547,0.7989473684210526,0.0,0.0,0.0,s1
s1,1000,0.05,2,,nan,noguard,,noguard,1.0,6,1.6091456051228763,0.0008444095686244729,36326.941916426644,4.528476186041797,0.37474156742486664,1.4989662696994666,0.8105263157894737,0.0,0.0,0.0,s1
s1,1000,0.05,3,,nan,noguard,,noguard,1.0,6,1.6598312007501772,0.0014881305310804594,-12700.11649161065,-0.8983448290435505,0.3959601610664116,1.5838406442656465,0.7842105263157895,0.0,0.0,0.0,s1
s1,1000,0.05,4,,nan,noguard,,noguard,1.0,4,1.1350221406320078,0.0004945852131698476,2062.634927698411,0.43899303960580605,0.3235626808885223,1.2942507235540894,0.708421052631579,0.0,0.0,0.0,s1
s1,1000,0.05,5,,nan,noguard,,noguard,1.0,4,1.6316071867169881,0.0016248564386938356,-13375.444069772027,-0.866502078276176,0.39166714264197133,1.5666685705678858,0.7547368421052632,0.0,0.0,0.0,s1
s1,1000,0.1,1,,nan,noguard,,noguard,1.0,5,2.6964318702002474,0.003048125210537058,91145.41589880176,3.322458145154688,0.682380706852934,2.729522827411736,1.0,0.0,0.0,0.0,s1
s1,1000,0.1,2,,nan,noguard,,noguard,1.0,6,2.0256937009281772,0.001856704756224114,84085.59269645996,5.031948995455832,0.47341003986985086,1.8936401594794035,1.0,0.0,0.0,0.0,s1
s1,1000,0.1,3,,nan,noguard,,noguard,1.0,5,2.620836470592374,0.002963282731651225,16695.013773605227,0.6259954578707788,0.6611482511811428,2.6445930047245714,1.0,0.0,0.0,0.0,s1
s1,1000,0.1,4,,nan,noguard,,noguard,1.0,4,1.5641944224522053,0.0018256616199353918,24167.223580290563,1.470835030519926,0.331136266505757,1.324545066023028,1.0,0.0,0.0,0.0,s1
s1,1000,0.1,5,,nan,noguard,,noguard,1.0,4,2.393098563666747,0.0035027392233274875,3998.2498617414385,0.12682930595555858,0.5922171578737987,2.3688686314951948,0.9866666666666667,0.0,0.0,0.0,s1
s1,1000,0.0,1,,nan,random,full,random,0.0,-1,0.4083467157061096,1.2106415348127484e-05,0,0.0,0.12760367567251918,0.5104147026900767,0.0,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.0,2,,nan,random,full,random,0.0,-1,0.543958552730156,-1.0746396221220494e-06,0,0.0,0.16998704772817375,0.679948190912695,0.0,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.0,3,,nan,random,full,random,0.0,-1,0.3116242297059286,2.056643359605223e-05,0,0.0,0.09737694376981078,0.38950777507924306,0.0,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.0,4,,nan,random,full,random,0.0,-1,0.35737888238487314,-5.252206088788807e-06,0,0.0,0.11168090074527284,0.4467236029810915,0.0,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.0,5,,nan,random,full,random,0.0,-1,0.5072707195266378,2.6450248440727593e-06,0,0.0,0.15852176426282755,0.6340870570513102,0.0,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.005,1,,nan,random,full,random,0.0,-1,0.6789216625851114,1.2488500310398226e-05,-769.0852670847671,-6.189294134276823,0.20165675627887722,0.806627025115509,0.06733668341708543,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.005,2,,nan,random,full,random,0.0,-1,0.6629255969648402,-1.6584189073299642e-06,-321.9138296279125,-19.508429723833206,0.18927174921440892,0.7570869968576357,0.11457286432160804,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.005,3,,nan,random,full,random,0.0,-1,0.8042513128633986,1.5844052243210263e-05,-4506.144298644969,-28.583522512587876,0.2512743299732995,1.0050973198931983,0.11557788944723618,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.005,4,,nan,random,full,random,1.0,4,0.9648208529862992,-1.2943849733202302e-06,-2532.3777153117117,-196.62645070273075,0.30144765893680914,1.2057906357472365,0.06432160804020101,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.005,5,,nan,random,full,random,1.0,4,1.1002823116984202,3.2549915698604965e-06,-4090.53940538771,-126.30124507397227,0.3378368726548739,1.3513474906194958,0.0592964824120603,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.01,1,,nan,random,full,random,0.0,-1,0.8363746543307167,1.3934319032487845e-05,-1468.93663551379,-10.648345109993826,0.2230463752610057,0.8921855010440227,0.24545454545454545,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.01,2,,nan,random,full,random,0.0,-1,0.818853650621878,3.979409196122427e-06,-627.5344305278268,-15.928825886188628,0.20966511759742948,0.8386604703897178,0.295959595959596,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.01,3,,nan,random,full,random,0.0,-1,0.8995365555287224,1.5320311659815335e-05,-7687.535638352914,-50.6855714551527,0.2677389065870582,1.0709556263482325,0.25656565656565655,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.01,4,,nan,random,full,random,1.0,4,1.023333432763692,5.166673141559868e-06,-4334.294923498586,-84.7368424583526,0.31967617957078426,1.2787047182831373,0.198989898989899,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.01,5,,nan,random,full,random,1.0,4,1.172537619864757,3.3393313963380126e-06,-6941.192179519741,-209.96134853602373,0.3546682802784207,1.4186731211136827,0.2222222222222222,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.02,1,,nan,random,full,random,1.0,11,0.9887033931361502,5.57243686074353e-06,-2245.559026777046,-41.12001300830628,0.2426978471927612,0.9707913887710449,0.42448979591836733,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.02,2,,nan,random,full,random,1.0,9,0.963584148637888,2.9107924662910555e-06,-864.0317157348618,-30.28951827607974,0.2287614709523431,0.9150458838093725,0.463265306122449,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.02,3,,nan,random,full,random,1.0,9,1.1227113153370414,2.4259684617270013e-05,-10997.611443800735,-46.25803125934066,0.2724827049293105,1.089930819717242,0.5020408163265306,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.02,4,,nan,random,full,random,1.0,4,1.0347818759742968,3.7294029674435756e-06,-5960.827214084216,-163.09518714291505,0.32318214516289623,1.292728580651585,0.3653061224489796,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.02,5,,nan,random,full,random,1.0,4,1.291918001803199,4.4554866508257635e-06,-10321.030511747347,-236.3751619712606,0.36007961568012026,1.440318462720481,0.4489795918367347,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.05,1,,nan,random,full,random,1.0,6,1.2656255544904194,5.290424113799082e-06,-3197.4789323210716,-63.61999009495478,0.2707618274620521,1.083047309848208,0.7989473684210526,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.05,2,,nan,random,full,random,1.0,6,1.1955825437658734,1.7839133078722577e-06,-1620.7682191771455,-95.63647527777293,0.2470305834001156,0.9881223336004625,0.8105263157894737,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.05,3,,nan,random,full,random,1.0,6,1.4161116683654784,1.8180238589644432e-05,-20382.50687891245,-118.0142399840465,0.32532519101191876,1.3013007640476753,0.7842105263157895,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.05,4,,nan,random,full,random,1.0,4,1.2008868413484466,1.5207804480665608e-06,-11468.680040483829,-793.8223295022456,0.32356400001655633,1.294256000066225,0.708421052631579,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.05,5,,nan,random,full,random,1.0,4,1.4496732997966038,2.119230316853837e-06,-20436.717163192574,-1015.1012697821785,0.36035192854870535,1.4414077141948214,0.7547368421052632,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.1,1,,nan,random,full,random,1.0,5,1.3929298318332406,1.8762191887531016e-05,-5682.440677119419,-33.65184095986768,0.279208494154887,1.116833976619548,1.0,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.1,2,,nan,random,full,random,1.0,6,1.2825628497994868,5.3598489481955765e-06,83.91542464494705,1.7395893357777814,0.24458334220543249,0.9783333688217299,1.0,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.1,3,,nan,random,full,random,1.0,5,1.6649584777076336,1.5369352964063486e-05,-30252.664862622507,-218.70843976435933,0.36484510492875083,1.4593804197150035,1.0,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.1,4,,nan,random,full,random,1.0,4,1.3497062637912258,-6.782392689751255e-07,-15828.61729069706,-2593.089688215027,0.323564149955321,1.294256599821284,1.0,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.1,5,,nan,random,full,random,1.0,4,1.6499685946501326,-1.363864644534058e-08,-31844.641045867465,-259431.4225917653,0.3741985264306042,1.496794105722417,0.9866666666666667,0.3700000000000001,0.3700000000000001,0.0,s1
s1,1000,0.0,1,,nan,rule,full,rule,0.0,-1,0.49130506209012986,-5.75357453096658e-05,0,0.0,0.15353283190316563,0.6141313276126623,0.0,5.6199999999999966,5.6199999999999966,765.625,s1
s1,1000,0.0,2,,nan,rule,full,rule,0.0,-1,0.48472510300952965,-0.00011230234485194086,0,0.0,0.15147659469047803,0.6059063787619121,0.0,5.069999999999997,5.069999999999997,650.7936507936508,s1
s1,1000,0.0,3,,nan,rule,full,rule,0.0,-1,0.5396111302420172,3.3220712071098385e-05,0,0.0,0.16862847820063037,0.6745139128025215,0.0,4.369999999999999,4.369999999999999,483.8709677419355,s1
s1,1000,0.0,4,,nan,rule,full,rule,0.0,-1,0.8905726082781384,0.0007799366294063628,0,0.0,0.2783039400869182,1.1132157603476731,0.0,5.509999999999993,5.509999999999993,493.82716049382714,s1
s1,1000,0.0,5,,nan,rule,full,rule,0.0,-1,0.4685895319014108,-3.0060320578143e-05,0,0.0,0.14643422871919087,0.5857369148767635,0.0,5.039999999999996,5.039999999999996,562.5,s1
s1,1000,0.005,1,,nan,rule,full,rule,0.0,-1,0.7544402154023127,-9.604191633100486e-05,-1382.8168092609558,-1.4470407198648783,0.22527451336420612,0.9010980534568245,0.06733668341708543,7.739999999999989,7.739999999999989,729.6,s1
s1,1000,0.005,2,,nan,rule,full,rule,0.0,-1,0.8407599436867687,0.00028380627234714413,-1720.1150935990736,-0.6091334323734392,0.24477792593816414,0.9791117037526567,0.11457286432160804,7.399999999999989,7.399999999999989,669.5176470588235,s1
s1,1000,0.005,3,,nan,rule,full,rule,0.0,-1,0.7704033769960265,-6.952109882261735e-05,-5810.060980503098,-8.399259168408879,0.24072122341873392,0.9628848936749359,0.11557788944723618,6.289999999999992,6.289999999999992,490.13953488372096,s1
s1,1000,0.005,4,,nan,rule,full,rule,0.0,-1,0.9460963398747023,0.0006658233045756667,-4099.861204044602,-0.6188524032331466,0.28548454693672104,1.1419381877468844,0.06432160804020101,7.3299999999999885,7.3299999999999885,666.3295454545455,s1
s1,1000,0.005,5,,nan,rule,full,rule,1.0,4,1.0112272728968856,-7.525779580014135e-05,-4302.955262403673,-5.746352397370371,0.31001815584489645,1.2400726233795858,0.0592964824120603,6.629999999999991,6.629999999999991,579.4705882352941,s1
s1,1000,0.01,1,,nan,rule,full,rule,0.0,-1,0.9070174380416053,-0.00018929250213533942,-3058.2394701704034,-1.6319350967959898,0.24516340103377926,0.980653604135117,0.24545454545454545,7.989999999999988,7.989999999999988,725.5057471264367,s1
s1,1000,0.01,2,,nan,rule,full,rule,0.0,-1,0.9433812865140375,0.0002412222100175315,-2071.8743496015086,-0.8675827873323757,0.24853515166782458,0.9941406066712983,0.295959595959596,7.309999999999989,7.309999999999989,647.6941176470589,s1
s1,1000,0.01,3,,nan,rule,full,rule,0.0,-1,0.8067897100580863,-0.00012244848957341728,-9180.50518566568,-7.5731743148358275,0.24269461910184756,0.9707784764073901,0.25656565656565655,6.769999999999991,6.769999999999991,517.3409090909091,s1
s1,1000,0.01,4,,nan,rule,full,rule,0.0,-1,0.9509535497841418,0.00044879537712726175,-7560.188950298994,-1.7015671026143535,0.28365640875157344,1.1346256350062935,0.198989898989899,7.099999999999989,7.099999999999989,626.8068181818181,s1
s1,1000,0.01,5,,nan,rule,full,rule,1.0,4,1.1566193688450284,-5.981071895515227e-05,-6998.234910421306,-11.81882491203824,0.34969739408467587,1.3987895763387037,0.2222222222222222,6.769999999999991,6.769999999999991,538.1379310344828,s1
s1,1000,0.02,1,,nan,rule,full,rule,1.0,11,1.0027328108107758,-0.00024315806584128616,-2815.4258468020707,-1.1814880609472174,0.24709734047449652,0.988389361897986,0.42448979591836733,8.049999999999988,8.049999999999988,691.3409090909091,s1
s1,1000,0.02,2,,nan,rule,full,rule,1.0,9,1.0289084514983249,0.00022406053810323378,-4493.591833158862,-2.0464548678469123,0.24918098260997584,0.9967239304399031,0.463265306122449,7.299999999999989,7.299999999999989,630.3095238095239,s1
s1,1000,0.02,3,,nan,rule,full,rule,1.0,9,1.0891470345091057,-0.00012870458993015393,-11413.737189358682,-9.049149379759406,0.26526571125559006,1.0610628450223603,0.5020408163265306,6.729999999999991,6.729999999999991,481.4431818181818,s1
s1,1000,0.02,4,,nan,rule,full,rule,1.0,4,1.0623950705030583,0.0005947762308220322,-9989.553266632254,-1.713824657477816,0.3191948945277092,1.2767795781108369,0.3653061224489796,7.2899999999999885,7.2899999999999885,610.2613636363636,s1
s1,1000,0.02,5,,nan,rule,full,rule,1.0,4,1.2103702550184416,-8.263099394225496e-05,-10697.731251692516,-13.210602676852575,0.3346249359241525,1.3384997436966097,0.4489795918367347,6.97999999999999,6.97999999999999,506.5168539325843,s1
s1,1000,0.05,1,,nan,rule,full,rule,1.0,6,1.2793527922197925,-0.00019696435735864858,-4884.6323402212,-2.6104815723090273,0.2750930239959832,1.100372095983933,0.7989473684210526,8.199999999999989,8.199999999999989,607.5,s1
s1,1000,0.05,2,,nan,rule,full,rule,1.0,6,1.2037427163563281,0.0005426255458130648,-5490.632402499206,-1.0651199708266972,0.249451840451219,0.997807361804876,0.8105263157894737,7.399999999999989,7.399999999999989,539.3294117647059,s1
s1,1000,0.05,3,,nan,rule,full,rule,1.0,6,1.362334623185361,-0.0001661844034416503,-21910.876591567416,-13.878607224895607,0.30856794929735903,1.234271797189436,0.7842105263157895,6.7799999999999905,6.7799999999999905,442.90909090909093,s1
s1,1000,0.05,4,,nan,rule,full,rule,1.0,4,1.166999940289771,0.00028747068628002154,-14500.314612661488,-5.309581044062173,0.32356137591995887,1.2942455036798357,0.708421052631579,7.089999999999989,7.089999999999989,520.3181818181819,s1
s1,1000,0.05,5,,nan,rule,full,rule,1.0,4,1.4303986252088592,-6.198166152913319e-05,-20273.633065789472,-34.43061360175189,0.3574771993655477,1.4299087974621907,0.7547368421052632,7.1599999999999895,7.1599999999999895,473.82022471910113,s1
s1,1000,0.1,1,,nan,rule,full,rule,1.0,5,1.3967725581655044,-0.0002470855384806378,-6791.959325060248,-3.054254619147019,0.2804418925268586,1.1217675701074343,1.0,8.199999999999989,8.199999999999989,542.625,s1
s1,1000,0.1,2,,nan,rule,full,rule,1.0,6,1.2982947857629192,0.0004382318505183276,-3771.1473243758082,-0.95615224881416,0.2493861488678789,0.9975445954715156,1.0,7.399999999999989,7.399999999999989,478.36470588235295,s1
s1,1000,0.1,3,,nan,rule,full,rule,1.0,5,1.6255714093692168,-0.00018140352427048814,-32416.894789530896,-19.8556076202029,0.35260103303915974,1.4104041321566392,1.0,6.82999999999999,6.82999999999999,377.6363636363636,s1
s1,1000,0.1,4,,nan,rule,full,rule,1.0,4,1.4027927692395716,0.0003259878261085186,-26346.8657208262,-8.98018051619427,0.32356414992664284,1.2942565997065714,1.0,7.229999999999989,7.229999999999989,447.8636363636364,s1
s1,1000,0.1,5,,nan,rule,full,rule,1.0,4,1.6423857008803047,-7.915011840375761e-05,-32076.775401717052,-45.029448188129756,0.3669467977956533,1.4677871911826132,0.9866666666666667,7.309999999999989,7.309999999999989,424.6179775280899,s1
s1,1000,0.0,1,,nan,oracle,full,oracle,0.0,-1,0.48068931787854474,-5.003459492437542e-05,0,0.0,0.15021541183704526,0.6008616473481809,0.0,0.0,0.0,0.0,s1
s1,1000,0.0,2,,nan,oracle,full,oracle,0.0,-1,0.5720103271809129,-0.0002918273130632937,0,0.0,0.17875322724403528,0.7150129089761412,0.0,0.0,0.0,0.0,s1
s1,1000,0.0,3,,nan,oracle,full,oracle,0.0,-1,0.7993813981008916,0.0006077014452580363,0,0.0,0.24980668690652863,0.9992267476261145,0.0,0.0,0.0,0.0,s1
s1,1000,0.0,4,,nan,oracle,full,oracle,0.0,-1,0.875766576282664,1.9459611194394528e-05,0,0.0,0.27367705508833245,1.09470822035333,0.0,0.0,0.0,0.0,s1
s1,1000,0.0,5,,nan,oracle,full,oracle,0.0,-1,0.7079662599465268,0.0007546690074611455,0,0.0,0.2212394562332896,0.8849578249331587,0.0,0.0,0.0,0.0,s1
s1,1000,0.005,1,,nan,oracle,full,oracle,0.0,-1,0.7931289381557939,0.00021524303847727315,-2084.0283295578847,-0.9730864461605662,0.23718235944799082,0.9487294377919633,0.06733668341708543,0.0,0.0,0.0,s1
s1,1000,0.005,2,,nan,oracle,full,oracle,0.0,-1,0.7488834238181101,-4.421744887309907e-05,-2179.910309580562,-4.9547513223386295,0.21605200368657834,0.8642080147463134,0.11457286432160804,0.0,0.0,0.0,s1
s1,1000,0.005,3,,nan,oracle,full,oracle,0.0,-1,0.8465690639848042,0.0004507447535612026,-6088.636113093904,-1.3575825844050249,0.2644940694684076,1.0579762778736304,0.11557788944723618,0.0,0.0,0.0,s1
s1,1000,0.005,4,,nan,oracle,full,oracle,0.0,-1,0.9418227323256909,-0.00023165281271683662,-4208.372767541907,-1.8258014309365853,0.294264958795835,1.1770598351833401,0.06432160804020101,0.0,0.0,0.0,s1
s1,1000,0.005,5,,nan,oracle,full,oracle,0.0,-1,0.8766926898677836,0.0005759528910872251,-5652.060240907391,-0.9862720791196607,0.2739147563573494,1.0956590254293976,0.0592964824120603,0.0,0.0,0.0,s1
s1,1000,0.01,1,,nan,oracle,full,oracle,0.0,-1,0.9618930530588659,-0.0001310309918153316,-5135.157457899069,-3.9586266297685646,0.2621612142655597,1.0486448570622389,0.24545454545454545,0.0,0.0,0.0,s1
s1,1000,0.01,2,,nan,oracle,full,oracle,0.0,-1,0.8721777157717602,-0.00030973974746247436,-854.217072349391,-0.27857113421653545,0.22620435327867316,0.9048174131146929,0.295959595959596,0.0,0.0,0.0,s1
s1,1000,0.01,3,,nan,oracle,full,oracle,0.0,-1,0.8622276348853735,0.0006970034919513596,-8302.598496779683,-1.203216802340717,0.26933890521858067,1.0773556208743225,0.25656565656565655,0.0,0.0,0.0,s1
s1,1000,0.01,4,,nan,oracle,full,oracle,0.0,-1,0.907978966161916,-0.00011897048491495427,-4774.9284215684165,-4.0540811657900715,0.28365636142550293,1.134625445702012,0.198989898989899,0.0,0.0,0.0,s1
s1,1000,0.01,5,,nan,oracle,full,oracle,1.0,4,1.0364488714582343,0.00040343335662601574,-10663.173893888365,-2.669804701122919,0.3237611282799125,1.2950445131196497,0.2222222222222222,0.0,0.0,0.0,s1
s1,1000,0.02,1,,nan,oracle,full,oracle,1.0,11,0.9798515942540508,0.0005442624177217332,-1320.3334596875357,-0.24754217756521876,0.23959546202333404,0.9583818480933362,0.42448979591836733,0.0,0.0,0.0,s1
s1,1000,0.02,2,,nan,oracle,full,oracle,1.0,9,1.0286247087534077,-0.00042421506239576453,-2982.5406954356004,-0.7174212192527409,0.248968978450395,0.9958759138015802,0.463265306122449,0.0,0.0,0.0,s1
s1,1000,0.02,3,,nan,oracle,full,oracle,1.0,9,1.062627499195605,0.000764963972060466,-10710.332441535313,-1.4286830561693438,0.27027967256309093,1.0811186902523637,0.5020408163265306,0.0,0.0,0.0,s1
s1,1000,0.02,4,,nan,oracle,full,oracle,1.0,4,1.0655821547714424,-9.999130252349589e-05,-8248.561065499554,-8.417631167921149,0.31951402182846966,1.2780560873138787,0.3653061224489796,0.0,0.0,0.0,s1
s1,1000,0.02,5,,nan,oracle,full,oracle,1.0,4,1.055459841277305,0.0008773349547981076,-13382.492982714437,-1.5564870645721527,0.3296193486083511,1.3184773944334047,0.4489795918367347,0.0,0.0,0.0,s1
s1,1000,0.05,1,,nan,oracle,full,oracle,1.0,6,2.241372224885191,0.0017078656957427922,39793.161095745396,2.4526248228964844,0.5738308523324636,2.2953234093298547,0.7989473684210526,0.0,0.0,0.0,s1
s1,1000,0.05,2,,nan,oracle,full,oracle,1.0,6,1.6091456051228763,0.0008444095686244729,36326.941916426644,4.528476186041797,0.37474156742486664,1.4989662696994666,0.8105263157894737,0.0,0.0,0.0,s1
s1,1000,0.05,3,,nan,oracle,full,oracle,1.0,6,1.6598312007501772,0.0014881305310804594,-12700.11649161065,-0.8983448290435505,0.3959601610664116,1.5838406442656465,0.7842105263157895,0.0,0.0,0.0,s1
s1,1000,0.05,4,,nan,oracle,full,oracle,1.0,4,1.1350221406320078,0.0004945852131698476,2062.634927698411,0.43899303960580605,0.3235626808885223,1.2942507235540894,0.708421052631579,0.0,0.0,0.0,s1
s1,1000,0.05,5,,nan,oracle,full,oracle,1.0,4,1.6316071867169881,0.0016248564386938356,-13375.444069772027,-0.866502078276176,0.39166714264197133,1.5666685705678858,0.7547368421052632,0.0,0.0,0.0,s1
s1,1000,0.1,1,,nan,oracle,full,oracle,1.0,5,2.6964318702002474,0.003048125210537058,91145.41589880176,3.322458145154688,0.682380706852934,2.729522827411736,1.0,0.0,0.0,0.0,s1
s1,1000,0.1,2,,nan,oracle,full,oracle,1.0,6,2.0256937009281772,0.001856704756224114,84085.59269645996,5.031948995455832,0.47341003986985086,1.8936401594794035,1.0,0.0,0.0,0.0,s1
s1,1000,0.1,3,,nan,oracle,full,oracle,1.0,5,2.620836470592374,0.002963282731651225,16695.013773605227,0.6259954578707788,0.6611482511811428,2.6445930047245714,1.0,0.0,0.0,0.0,s1
s1,1000,0.1,4,,nan,oracle,full,oracle,1.0,4,1.5641944224522053,0.0018256616199353918,24167.223580290563,1.470835030519926,0.331136266505757,1.324545066023028,1.0,0.0,0.0,0.0,s1
s1,1000,0.1,5,,nan,oracle,full,oracle,1.0,4,2.393098563666747,0.0035027392233274875,3998.2498617414385,0.12682930595555858,0.5922171578737987,2.3688686314951948,0.9866666666666667,0.0,0.0,0.0,s1
s2,1000,0.0,1,,nan,noguard,,noguard,0.0,-1,0.4542869244458057,-0.00020679445069767536,0,0.0,0.1419646638893143,0.5678586555572571,0.0,0.0,0.0,0.0,s2
s2,1000,0.0,2,,nan,noguard,,noguard,0.0,-1,0.46441495161985136,-0.00021004338287469,0,0.0,0.14512967238120353,0.5805186895248142,0.0,0.0,0.0,0.0,s2
