scenario,n_society,alpha,seed,n_harmful,placement,feedback_strength,retail_wealth_scale,asset_liquidity_scale,defense,defense_mode,label,collapse_rate,collapse_day,max_collapse_score,retail_loss_pct_30d,harmful_profit,wealth_transfer,price_dislocation_max,liquidity_stress_max,social_cascade_peak,intervention_cost,utility_loss,false_positive_rate
s1,200,0.005,14,1,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.7276389813144771,0.00014869076607060904,-1404.0113442945294,-4.744970770454127,0.22716403921012257,0.9086561568404903,0.020100502512562814,0.0,0.0,0.0
s1,200,0.005,15,1,,nan,nan,nan,0,,per_agent_capacity,1.0,3,1.3673684617657669,0.00029717887832628724,-903.9734802816165,-1.5285676857341035,0.4270652549761058,1.7082610199044233,0.020100502512562814,0.0,0.0,0.0
s1,200,0.005,16,1,,nan,nan,nan,0,,per_agent_capacity,1.0,3,1.0238675422935535,0.0007141398077449251,-3614.6838616762398,-2.543513232835179,0.3198407054721685,1.279362821888674,0.020100502512562814,0.0,0.0,0.0
s1,200,0.005,17,1,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.8214374487245865,-0.0004282028687888541,-3578.8513067897075,-4.199919881882381,0.253806094459145,1.0152243778365797,0.020100502512562814,0.0,0.0,0.0
s1,200,0.005,18,1,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.7863623040151131,0.00012256489273010935,-1679.5350458106113,-6.88604576242576,0.24264035556437485,0.9705614222574994,0.020100502512562814,0.0,0.0,0.0
s1,200,0.005,19,1,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.7711445900296677,0.0006456098038301892,-2256.4329408164776,-1.7563021707241868,0.2408656513495411,0.9634626053981643,0.020100502512562814,0.0,0.0,0.0
s1,200,0.005,20,1,,nan,nan,nan,0,,per_agent_capacity,1.0,3,1.0195085291069774,-0.00010695864337686,-3250.355581315991,-15.270804318910074,0.3184638702876754,1.2738554811507017,0.020100502512562814,0.0,0.0,0.0
s1,200,0.0075,1,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.958198924453674,0.0002742938880353573,-1180.473762999667,-2.1735769414045425,0.2591192953375563,1.0364771813502252,0.25757575757575757,0.0,0.0,0.0
s1,200,0.0075,2,2,,nan,nan,nan,0,,per_agent_capacity,1.0,10,0.8555648167101155,-0.00015053195210827533,-108.31727836855862,-0.363415842148833,0.19785206898694327,0.791408275947773,0.4444444444444444,0.0,0.0,0.0
s1,200,0.0075,3,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.9404272934139044,0.0007435241119492789,-3429.2122510400222,-2.329346623033645,0.2669297541073253,1.067719016429301,0.3787878787878788,0.0,0.0,0.0
s1,200,0.0075,4,2,,nan,nan,nan,0,,per_agent_capacity,1.0,4,0.990810840105962,-0.00029983706457559206,-1764.5553677732096,-2.9722462129386304,0.3094742813983375,1.2378971255933502,0.1414141414141414,0.0,0.0,0.0
s1,200,0.0075,5,2,,nan,nan,nan,0,,per_agent_capacity,1.0,4,1.0205112314767277,0.00038024881492531155,-2798.8152916919207,-3.7174161263059537,0.3187305323256098,1.274922129302439,0.3434343434343434,0.0,0.0,0.0
s1,200,0.0075,6,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.9380073844510355,-0.00043540669433099943,-1973.4246382305282,-2.2890762204490946,0.2794444180231848,1.117777672092739,0.09090909090909091,0.0,0.0,0.0
s1,200,0.0075,7,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.9592241142606505,0.00010061720077529305,-1179.4940702935273,-5.920499390916263,0.2995113096830387,1.1980452387321545,0.3484848484848485,0.0,0.0,0.0
s1,200,0.0075,8,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.9809882497297683,0.0004827908951458709,-2442.01442436027,-2.5546062089491763,0.27254224760448026,1.0901689904179213,0.25252525252525254,0.0,0.0,0.0
s1,200,0.0075,9,2,,nan,nan,nan,0,,per_agent_capacity,1.0,4,1.1802361034703068,0.00033493706981364564,-2455.696996516679,-3.7029374175626955,0.36865092409091305,1.4746036963636522,0.12626262626262627,0.0,0.0,0.0
s1,200,0.0075,10,2,,nan,nan,nan,0,,per_agent_capacity,1.0,4,1.3271866659532727,0.00026551328537988036,-2959.1969841993705,-5.628885685608991,0.39722785319517107,1.5889114127806838,0.2727272727272727,0.0,0.0,0.0
s1,200,0.0075,11,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.875276012101355,0.0002913820171218384,-3265.4164171182492,-5.659924476314495,0.237379878787842,0.9495195151513682,0.23232323232323232,0.0,0.0,0.0
s1,200,0.0075,12,2,,nan,nan,nan,0,,per_agent_capacity,1.0,3,1.1881270666961785,2.0036452565920736e-05,-2467.189913870141,-62.18942739270107,0.36874857095076724,1.4749942838030687,0.11616161616161616,0.0,0.0,0.0
s1,200,0.0075,13,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.7999769589602931,0.0009266337734081481,-908.2133357436978,-0.4950106688038024,0.24990477492896274,0.999619099715851,0.13131313131313133,0.0,0.0,0.0
s1,200,0.0075,14,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.740517485115211,0.0005243748589404718,-545.4290337522107,-0.5253287877347202,0.2248608034504855,0.8994432138019421,0.20707070707070707,0.0,0.0,0.0
s1,200,0.0075,15,2,,nan,nan,nan,0,,per_agent_capacity,1.0,3,1.3608356846674492,0.00044253861283615343,-301.10769646815606,-0.3436414128955135,0.42502478536362553,1.7000991414545026,0.3686868686868687,0.0,0.0,0.0
s1,200,0.0075,16,2,,nan,nan,nan,0,,per_agent_capacity,1.0,3,1.0483189832651048,0.0004507811778595417,-3725.004415942676,-4.173455889441343,0.3195484243437719,1.2781936973750874,0.26262626262626265,0.0,0.0,0.0
s1,200,0.0075,17,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.9113067629190337,0.0007179373004342044,-3090.8118498716212,-2.174306983144147,0.25641367430329604,1.0256546972131844,0.18181818181818182,0.0,0.0,0.0
s1,200,0.0075,18,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,1.0131967486949796,-0.00029184900469774605,-2050.5010097842023,-3.5484327646435174,0.2804112567157872,1.121645026863149,0.23232323232323232,0.0,0.0,0.0
s1,200,0.0075,19,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.866001373342123,0.00044162319616680365,-2812.56958586612,-3.2165196533174103,0.24994710569000655,0.999788422760026,0.26262626262626265,0.0,0.0,0.0
s1,200,0.0075,20,2,,nan,nan,nan,0,,per_agent_capacity,1.0,3,1.0190381681713896,-0.00019428343999921578,-2877.2344560803176,-7.479529470952054,0.3183163058422392,1.2732652233689565,0.21212121212121213,0.0,0.0,0.0
s1,200,0.01,1,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.958198924453674,0.0002742938880353573,-1180.473762999667,-2.1735769414045425,0.2591192953375563,1.0364771813502252,0.25757575757575757,0.0,0.0,0.0
s1,200,0.01,2,2,,nan,nan,nan,0,,per_agent_capacity,1.0,10,0.8555648167101155,-0.00015053195210827533,-108.31727836855862,-0.363415842148833,0.19785206898694327,0.791408275947773,0.4444444444444444,0.0,0.0,0.0
s1,200,0.01,3,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.9404272934139044,0.0007435241119492789,-3429.2122510400222,-2.329346623033645,0.2669297541073253,1.067719016429301,0.3787878787878788,0.0,0.0,0.0
s1,200,0.01,4,2,,nan,nan,nan,0,,per_agent_capacity,1.0,4,0.990810840105962,-0.00029983706457559206,-1764.5553677732096,-2.9722462129386304,0.3094742813983375,1.2378971255933502,0.1414141414141414,0.0,0.0,0.0
s1,200,0.01,5,2,,nan,nan,nan,0,,per_agent_capacity,1.0,4,1.0205112314767277,0.00038024881492531155,-2798.8152916919207,-3.7174161263059537,0.3187305323256098,1.274922129302439,0.3434343434343434,0.0,0.0,0.0
s1,200,0.01,6,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.9380073844510355,-0.00043540669433099943,-1973.4246382305282,-2.2890762204490946,0.2794444180231848,1.117777672092739,0.09090909090909091,0.0,0.0,0.0
s1,200,0.01,7,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.9592241142606505,0.00010061720077529305,-1179.4940702935273,-5.920499390916263,0.2995113096830387,1.1980452387321545,0.3484848484848485,0.0,0.0,0.0
s1,200,0.01,8,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.9809882497297683,0.0004827908951458709,-2442.01442436027,-2.5546062089491763,0.27254224760448026,1.0901689904179213,0.25252525252525254,0.0,0.0,0.0
s1,200,0.01,9,2,,nan,nan,nan,0,,per_agent_capacity,1.0,4,1.1802361034703068,0.00033493706981364564,-2455.696996516679,-3.7029374175626955,0.36865092409091305,1.4746036963636522,0.12626262626262627,0.0,0.0,0.0
s1,200,0.01,10,2,,nan,nan,nan,0,,per_agent_capacity,1.0,4,1.3271866659532727,0.00026551328537988036,-2959.1969841993705,-5.628885685608991,0.39722785319517107,1.5889114127806838,0.2727272727272727,0.0,0.0,0.0
s1,200,0.01,11,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.875276012101355,0.0002913820171218384,-3265.4164171182492,-5.659924476314495,0.237379878787842,0.9495195151513682,0.23232323232323232,0.0,0.0,0.0
s1,200,0.01,12,2,,nan,nan,nan,0,,per_agent_capacity,1.0,3,1.1881270666961785,2.0036452565920736e-05,-2467.189913870141,-62.18942739270107,0.36874857095076724,1.4749942838030687,0.11616161616161616,0.0,0.0,0.0
s1,200,0.01,13,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.7999769589602931,0.0009266337734081481,-908.2133357436978,-0.4950106688038024,0.24990477492896274,0.999619099715851,0.13131313131313133,0.0,0.0,0.0
s1,200,0.01,14,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.740517485115211,0.0005243748589404718,-545.4290337522107,-0.5253287877347202,0.2248608034504855,0.8994432138019421,0.20707070707070707,0.0,0.0,0.0
s1,200,0.01,15,2,,nan,nan,nan,0,,per_agent_capacity,1.0,3,1.3608356846674492,0.00044253861283615343,-301.10769646815606,-0.3436414128955135,0.42502478536362553,1.7000991414545026,0.3686868686868687,0.0,0.0,0.0
s1,200,0.01,16,2,,nan,nan,nan,0,,per_agent_capacity,1.0,3,1.0483189832651048,0.0004507811778595417,-3725.004415942676,-4.173455889441343,0.3195484243437719,1.2781936973750874,0.26262626262626265,0.0,0.0,0.0
s1,200,0.01,17,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.9113067629190337,0.0007179373004342044,-3090.8118498716212,-2.174306983144147,0.25641367430329604,1.0256546972131844,0.18181818181818182,0.0,0.0,0.0
s1,200,0.01,18,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,1.0131967486949796,-0.00029184900469774605,-2050.5010097842023,-3.5484327646435174,0.2804112567157872,1.121645026863149,0.23232323232323232,0.0,0.0,0.0
s1,200,0.01,19,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.866001373342123,0.00044162319616680365,-2812.56958586612,-3.2165196533174103,0.24994710569000655,0.999788422760026,0.26262626262626265,0.0,0.0,0.0
s1,200,0.01,20,2,,nan,nan,nan,0,,per_agent_capacity,1.0,3,1.0190381681713896,-0.00019428343999921578,-2877.2344560803176,-7.479529470952054,0.3183163058422392,1.2732652233689565,0.21212121212121213,0.0,0.0,0.0
s1,200,0.0125,1,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.958198924453674,0.0002742938880353573,-1180.473762999667,-2.1735769414045425,0.2591192953375563,1.0364771813502252,0.25757575757575757,0.0,0.0,0.0
s1,200,0.0125,2,2,,nan,nan,nan,0,,per_agent_capacity,1.0,10,0.8555648167101155,-0.00015053195210827533,-108.31727836855862,-0.363415842148833,0.19785206898694327,0.791408275947773,0.4444444444444444,0.0,0.0,0.0
s1,200,0.0125,3,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.9404272934139044,0.0007435241119492789,-3429.2122510400222,-2.329346623033645,0.2669297541073253,1.067719016429301,0.3787878787878788,0.0,0.0,0.0
s1,200,0.0125,4,2,,nan,nan,nan,0,,per_agent_capacity,1.0,4,0.990810840105962,-0.00029983706457559206,-1764.5553677732096,-2.9722462129386304,0.3094742813983375,1.2378971255933502,0.1414141414141414,0.0,0.0,0.0
s1,200,0.0125,5,2,,nan,nan,nan,0,,per_agent_capacity,1.0,4,1.0205112314767277,0.00038024881492531155,-2798.8152916919207,-3.7174161263059537,0.3187305323256098,1.274922129302439,0.3434343434343434,0.0,0.0,0.0
s1,200,0.0125,6,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.9380073844510355,-0.00043540669433099943,-1973.4246382305282,-2.2890762204490946,0.2794444180231848,1.117777672092739,0.09090909090909091,0.0,0.0,0.0
s1,200,0.0125,7,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.9592241142606505,0.00010061720077529305,-1179.4940702935273,-5.920499390916263,0.2995113096830387,1.1980452387321545,0.3484848484848485,0.0,0.0,0.0
s1,200,0.0125,8,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.9809882497297683,0.0004827908951458709,-2442.01442436027,-2.5546062089491763,0.27254224760448026,1.0901689904179213,0.25252525252525254,0.0,0.0,0.0
s1,200,0.0125,9,2,,nan,nan,nan,0,,per_agent_capacity,1.0,4,1.1802361034703068,0.00033493706981364564,-2455.696996516679,-3.7029374175626955,0.36865092409091305,1.4746036963636522,0.12626262626262627,0.0,0.0,0.0
s1,200,0.0125,10,2,,nan,nan,nan,0,,per_agent_capacity,1.0,4,1.3271866659532727,0.00026551328537988036,-2959.1969841993705,-5.628885685608991,0.39722785319517107,1.5889114127806838,0.2727272727272727,0.0,0.0,0.0
s1,200,0.0125,11,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.875276012101355,0.0002913820171218384,-3265.4164171182492,-5.659924476314495,0.237379878787842,0.9495195151513682,0.23232323232323232,0.0,0.0,0.0
s1,200,0.0125,12,2,,nan,nan,nan,0,,per_agent_capacity,1.0,3,1.1881270666961785,2.0036452565920736e-05,-2467.189913870141,-62.18942739270107,0.36874857095076724,1.4749942838030687,0.11616161616161616,0.0,0.0,0.0
s1,200,0.0125,13,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.7999769589602931,0.0009266337734081481,-908.2133357436978,-0.4950106688038024,0.24990477492896274,0.999619099715851,0.13131313131313133,0.0,0.0,0.0
s1,200,0.0125,14,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.740517485115211,0.0005243748589404718,-545.4290337522107,-0.5253287877347202,0.2248608034504855,0.8994432138019421,0.20707070707070707,0.0,0.0,0.0
s1,200,0.0125,15,2,,nan,nan,nan,0,,per_agent_capacity,1.0,3,1.3608356846674492,0.00044253861283615343,-301.10769646815606,-0.3436414128955135,0.42502478536362553,1.7000991414545026,0.3686868686868687,0.0,0.0,0.0
s1,200,0.0125,16,2,,nan,nan,nan,0,,per_agent_capacity,1.0,3,1.0483189832651048,0.0004507811778595417,-3725.004415942676,-4.173455889441343,0.3195484243437719,1.2781936973750874,0.26262626262626265,0.0,0.0,0.0
s1,200,0.0125,17,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.9113067629190337,0.0007179373004342044,-3090.8118498716212,-2.174306983144147,0.25641367430329604,1.0256546972131844,0.18181818181818182,0.0,0.0,0.0
s1,200,0.0125,18,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,1.0131967486949796,-0.00029184900469774605,-2050.5010097842023,-3.5484327646435174,0.2804112567157872,1.121645026863149,0.23232323232323232,0.0,0.0,0.0
s1,200,0.0125,19,2,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.866001373342123,0.00044162319616680365,-2812.56958586612,-3.2165196533174103,0.24994710569000655,0.999788422760026,0.26262626262626265,0.0,0.0,0.0
s1,200,0.0125,20,2,,nan,nan,nan,0,,per_agent_capacity,1.0,3,1.0190381681713896,-0.00019428343999921578,-2877.2344560803176,-7.479529470952054,0.3183163058422392,1.2732652233689565,0.21212121212121213,0.0,0.0,0.0
s1,200,0.015,1,3,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.7815372931563055,0.0002290266394340977,566.2396615542821,1.2550125216506514,0.21848583661545085,0.8739433464618034,0.16243654822335024,0.0,0.0,0.0
s1,200,0.015,2,3,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.9315973036238229,-0.0006970518600456842,-1764.165831542603,-1.2847188306341348,0.23254555439913982,0.9301822175965591,0.3756345177664975,0.0,0.0,0.0
s1,200,0.015,3,3,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.969214212013392,0.0008727852367332706,-4281.699054537457,-2.490247549161677,0.292333426636781,1.1693337065471239,0.1218274111675127,0.0,0.0,0.0
s1,200,0.015,4,3,,nan,nan,nan,0,,per_agent_capacity,1.0,4,1.0068808454152363,0.00019561878964576758,-2482.154639076005,-6.440981341474716,0.31440992464549977,1.257639698581999,0.27918781725888325,0.0,0.0,0.0
s1,200,0.015,5,3,,nan,nan,nan,0,,per_agent_capacity,1.0,4,1.049904350599931,0.0005589893290195094,-5103.540184748592,-4.634488354096936,0.32781030184912074,1.311241207396483,0.29949238578680204,0.0,0.0,0.0
s1,200,0.015,6,3,,nan,nan,nan,0,,per_agent_capacity,1.0,13,1.120995587604324,-0.0004306481289457492,-2095.997956959618,-2.470597878577199,0.28208673509497023,1.1283469403798811,0.4517766497461929,0.0,0.0,0.0
s1,200,0.015,7,3,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.958435008094601,-0.00026941817756104025,432.9735381848295,0.8157709472718797,0.2991411854486882,1.1965647417947527,0.14213197969543148,0.0,0.0,0.0
s1,200,0.015,8,3,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.8252650214115019,2.3488351103358046e-05,-3179.1513315216,-68.70564879954036,0.25760561017360245,1.0304224406944096,0.1218274111675127,0.0,0.0,0.0
s1,200,0.015,9,3,,nan,nan,nan,0,,per_agent_capacity,1.0,4,1.1992305082914911,0.00029053657400920555,-3506.3865248454968,-6.126222294205942,0.37448996363518144,1.497959854540726,0.1319796954314721,0.0,0.0,0.0
s1,200,0.015,10,3,,nan,nan,nan,0,,per_agent_capacity,1.0,4,1.1023251730784562,0.000243057679472997,-4487.102029131493,-9.37109566336349,0.32186643162635775,1.287465726505431,0.2436548223350254,0.0,0.0,0.0
s1,200,0.015,11,3,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.8135060787364983,0.0005044346146027884,-3786.26382746757,-3.810129753393928,0.23083413609629408,0.9233365443851764,0.29949238578680204,0.0,0.0,0.0
s1,200,0.015,12,3,,nan,nan,nan,0,,per_agent_capacity,1.0,3,1.2989378152880497,0.00014577712663402072,-4448.026390922692,-15.488584998526743,0.39854582006911793,1.5941832802764715,0.09137055837563451,0.0,0.0,0.0
s1,200,0.015,13,3,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.904339962759613,0.0006646996928409668,-1077.0247010066232,-0.8224963123716376,0.282419276550083,1.1296771062003321,0.19796954314720813,0.0,0.0,0.0
s1,200,0.015,14,3,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.7341782189310355,0.0004522474515860484,-403.5689774542989,-0.4529762373300961,0.22908986244738294,0.9163594497895318,0.20812182741116753,0.0,0.0,0.0
s1,200,0.015,15,3,,nan,nan,nan,0,,per_agent_capacity,1.0,3,1.3753994912074292,3.2191456052673236e-05,-426.0836229971028,-6.718742472857293,0.4294498149373806,1.7177992597495226,0.27918781725888325,0.0,0.0,0.0
s1,200,0.015,16,3,,nan,nan,nan,0,,per_agent_capacity,1.0,3,1.064014066437979,0.0010721483479890982,-3919.274684930686,-1.85560098957317,0.3198777378613808,1.2795109514455234,0.20812182741116753,0.0,0.0,0.0
s1,200,0.015,17,3,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.8917382668637125,-0.0005509939246308673,-5082.195501229755,-4.682074620701688,0.26189582490578744,1.0475832996231498,0.3350253807106599,0.0,0.0,0.0
s1,200,0.015,18,3,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.8409227933832989,0.00016367284495934258,-1923.9229664955928,-5.9668458939157585,0.2438527833572078,0.9754111334288313,0.1218274111675127,0.0,0.0,0.0
s1,200,0.015,19,3,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.8630064618921216,0.0011298993552714672,-2851.3659019262413,-1.2809936142481115,0.26946776822910445,1.0778710729164178,0.12690355329949238,0.0,0.0,0.0
s1,200,0.015,20,3,,nan,nan,nan,0,,per_agent_capacity,1.0,3,1.0287350547128788,-0.0007872205683641221,-3770.557043817622,-2.431324109192032,0.32128604714620757,1.2851441885848303,0.15228426395939088,0.0,0.0,0.0
s1,200,0.0175,1,4,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.8297296946490009,0.0005698559792327448,399.7814233598183,0.35793274334633945,0.22707542546136356,0.908301701845454,0.20408163265306123,0.0,0.0,0.0
s1,200,0.0175,2,4,,nan,nan,nan,0,,per_agent_capacity,1.0,6,1.0052653813148762,0.00018106559263399746,-231.92635187882115,-0.6535188140683086,0.2334350265886988,0.9337401063547952,0.5153061224489796,0.0,0.0,0.0
s1,200,0.0175,3,4,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.9001569787256003,0.000808554372416776,-4195.714846731076,-2.6475286179832693,0.2688761951416607,1.075504780566643,0.1989795918367347,0.0,0.0,0.0
s1,200,0.0175,4,4,,nan,nan,nan,0,,per_agent_capacity,1.0,4,1.0066060460759714,5.976220938704946e-05,-2810.3351632653794,-23.992494349857164,0.31432312357646647,1.257292494305866,0.3622448979591837,0.0,0.0,0.0
s1,200,0.0175,5,4,,nan,nan,nan,0,,per_agent_capacity,1.0,4,1.168058928065494,0.00042158537049925105,-5162.234519513149,-6.247354169528198,0.3278196707425731,1.3112786829702925,0.42346938775510207,0.0,0.0,0.0
s1,200,0.0175,6,4,,nan,nan,nan,0,,per_agent_capacity,1.0,8,1.0616165162720974,-0.0005146360780074432,-3066.8039392594947,-3.040392918886388,0.2765844426935591,1.1063377707742363,0.5663265306122449,0.0,0.0,0.0
s1,200,0.0175,7,4,,nan,nan,nan,0,,per_agent_capacity,1.0,4,0.9650491635532795,0.0002939501538576929,61.95785762160085,0.10753915734658578,0.3012026899335235,1.204810759734094,0.37755102040816324,0.0,0.0,0.0
s1,200,0.0175,8,4,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.9422481240648789,5.8192017068373686e-05,-3554.084593345644,-31.160776981868462,0.2854309435220322,1.1417237740881285,0.30612244897959184,0.0,0.0,0.0
s1,200,0.0175,9,4,,nan,nan,nan,0,,per_agent_capacity,1.0,4,1.2050425512493248,0.000545907337113274,-2872.715384000854,-2.6848349795709523,0.37630208848954216,1.5052083539581687,0.2653061224489796,0.0,0.0,0.0
s1,200,0.0175,10,4,,nan,nan,nan,0,,per_agent_capacity,1.0,4,1.0681972553268408,0.00041461710743000255,-3620.8110991791473,-4.455562900124404,0.32301988488087846,1.292079539523514,0.1683673469387755,0.0,0.0,0.0
s1,200,0.0175,11,4,,nan,nan,nan,0,,per_agent_capacity,1.0,14,0.8779141079040813,0.0005085930277029175,-3658.540055350546,-3.6701290961203106,0.2308340534997049,0.9233362139988197,0.4336734693877551,0.0,0.0,0.0
s1,200,0.0175,12,4,,nan,nan,nan,0,,per_agent_capacity,1.0,3,1.2800689610257532,0.00031977641251928893,-3287.5020410815487,-5.245217889966507,0.37424299085990653,1.4969719634396261,0.6173469387755102,0.0,0.0,0.0
s1,200,0.0175,13,4,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.8867867051076068,0.0006591556431118598,-730.7128362084914,-0.5655912612306614,0.2769420750425342,1.1077683001701368,0.25,0.0,0.0,0.0
s1,200,0.0175,14,4,,nan,nan,nan,0,,per_agent_capacity,0.0,-1,0.8754104228655956,0.0006500265007106853,-1185.4661132884794,-0.9304692177560583,0.23282238521351273,0.9312895408540509,0.3877551020408163,0.0,0.0,0.0
s1,200,0.0175,15,4,,nan,nan,nan,0,,per_agent_capacity,1.0,3,1.3698252945080935,0.00037890339263617443,156.5505203276407,0.2107996814100111,0.42770874022524313,1.7108349609009723,0.413265306122449,0.0,0.0,0.0
